,extractor,reliable_positive_threshold,classifier,detector,balanced_accuracy,accuracy,f1
225,clip-ViT-L-14,5.987416,logistic,knn,0.7085926302155628,0.7419765415418356,0.8126430734668922
226,clip-ViT-L-14,5.987416,kneighbours,k-means,0.5558421499479006,0.5544459456813331,0.6378251042561998
227,clip-ViT-L-14,5.987416,kneighbours,knn,0.5932334945356519,0.6845640212261842,0.7849236972456242
228,clip-ViT-L-14,5.987416,qda,k-means,0.46848940941082673,0.5257396855235074,0.6442420681551118
229,clip-ViT-L-14,5.987416,qda,knn,0.5953783112594715,0.6267402925453798,0.718251152891096
230,clip-ViT-L-14,5.987416,naivebayes,k-means,0.5262728698999891,0.5414830915036519,0.6353216009967295
231,clip-ViT-L-14,5.987416,naivebayes,knn,0.6024022103385085,0.6282872192523841,0.7172666478008968
232,clip-ViT-L-14,6.129032,logistic,k-means,0.5564422021227551,0.5919050696117019,0.6904142961125389
233,clip-ViT-L-14,6.129032,logistic,knn,0.7049271274671673,0.7351818128414498,0.8064460728188688
234,clip-ViT-L-14,6.129032,kneighbours,k-means,0.5006485277127779,0.5255242906655702,0.6262666769491788
235,clip-ViT-L-14,6.129032,kneighbours,knn,0.6050703624658658,0.6773385028099238,0.7737657202482289
236,clip-ViT-L-14,6.129032,qda,k-means,0.47875663897607806,0.5417963931151971,0.6608892238131123
237,clip-ViT-L-14,6.129032,qda,knn,0.5949852705102828,0.6205917484188059,0.7105813467168548
238,clip-ViT-L-14,6.129032,naivebayes,k-means,0.4876577829216651,0.5603399322485265,0.6809157701763611
239,clip-ViT-L-14,6.129032,naivebayes,knn,0.6030566962195663,0.6244492745109558,0.7120659370355357
240,clip-ViT-L-14,6.307692,logistic,k-means,0.6247419208886448,0.6442068573890227,0.7281567923399161
241,clip-ViT-L-14,6.307692,logistic,knn,0.7049105371627122,0.722473516223149,0.792577090254504
242,clip-ViT-L-14,6.307692,kneighbours,k-means,0.5514957378944445,0.5688186571109675,0.6612724587743047
243,clip-ViT-L-14,6.307692,kneighbours,knn,0.6153764644694311,0.665413460220486,0.7571316892900292
244,clip-ViT-L-14,6.307692,qda,k-means,0.4867841476397371,0.5407390001762321,0.6554530497120695
245,clip-ViT-L-14,6.307692,qda,knn,0.5926256896644972,0.6107423290058548,0.6987436919393213
246,clip-ViT-L-14,6.307692,naivebayes,k-means,0.5080199925060808,0.504493919990601,0.5888107115581482
247,clip-ViT-L-14,6.307692,naivebayes,knn,0.6040634180577661,0.6191818911668527,0.704742818971276
248,clip-ViT-L-14,6.574194,logistic,k-means,0.6149574323984719,0.6274452211713564,0.7107719436928036
249,clip-ViT-L-14,6.574194,logistic,knn,0.6910922495465339,0.6979968278211831,0.7688988117535999
250,clip-ViT-L-14,6.574194,kneighbours,k-means,0.565590845659419,0.5766903601010398,0.6651175759828979
251,clip-ViT-L-14,6.574194,kneighbours,knn,0.5977029393184419,0.6370792457263702,0.7301397786837507
252,clip-ViT-L-14,6.574194,qda,k-means,0.5286906876966253,0.5917680001566508,0.7025114155251142
253,clip-ViT-L-14,6.574194,qda,knn,0.5831470299104778,0.5847382952476062,0.6674715797726382
254,clip-ViT-L-14,6.574194,naivebayes,k-means,0.5759134718483477,0.5252305704047465,0.576607411029232
255,clip-ViT-L-14,6.574194,naivebayes,knn,0.5934539123055746,0.6035755546417592,0.6886965079267449
256,clip-ViT-L-14,7.069421,logistic,k-means,0.541803008734548,0.6098220055219409,0.7192018263295848
257,clip-ViT-L-14,7.069421,logistic,knn,0.6729388143350914,0.6526072568485775,0.7185621143138157
